gene_name,gene_acc,source_plate_barcode,source_plate_label,cell_plate_barcode,cell_plate_label,well,row,column,label,experimental_content_type_name,molecule_design_id
Was,22376,2490686,MYORES_pass1_p6,2490690,MY-pass1-j01-MP6-1,K22,K,22,sample,SAMPLE,10386891
Wasl,73178,2490683,MYORES_pass1_p5,2490691,MY-pass1-j01-MP4-3,M14,M,14,sample,SAMPLE,10386453
Wasl,73178,2490683,MYORES_pass1_p5,2490692,MY-pass1-j01-MP4-2,M14,M,14,sample,SAMPLE,10386453
Wasl,73178,2490683,MYORES_pass1_p5,2490693,MY-pass1-j01-MP4-1,M14,M,14,sample,SAMPLE,10386453
Wbp11,60321,2490684,MYORES_pass1_p4,2490694,MY-pass1-j01-MP5-3,D11,D,11,sample,SAMPLE,10386597
Wbp11,60321,2490684,MYORES_pass1_p4,2490695,MY-pass1-j01-MP5-2,D11,D,11,sample,SAMPLE,10386597
Wbp11,60321,2490684,MYORES_pass1_p4,2490696,MY-pass1-j01-MP5-1,D11,D,11,sample,SAMPLE,10386597
Wbp5,22381,2490682,MYORES_pass1_p3,2490700,MY-pass1-j01-MP3-3,J22,J,22,sample,SAMPLE,10386360
Wbp5,22381,2490682,MYORES_pass1_p3,2490701,MY-pass1-j01-MP3-2,J22,J,22,sample,SAMPLE,10386360
Wbp5,22381,2490682,MYORES_pass1_p3,2490702,MY-pass1-j01-MP3-1,J22,J,22,sample,SAMPLE,10386360
Wbscr16,94254,2490682,MYORES_pass1_p3,2490700,MY-pass1-j01-MP3-3,N19,N,19,sample,SAMPLE,10386500
Wbscr16,94254,2490682,MYORES_pass1_p3,2490701,MY-pass1-j01-MP3-2,N19,N,19,sample,SAMPLE,10386500
Wbscr16,94254,2490682,MYORES_pass1_p3,2490702,MY-pass1-j01-MP3-1,N19,N,19,sample,SAMPLE,10386500
Wdfy3,72145,2490686,MYORES_pass1_p6,2490688,MY-pass1-j01-MP6-3,N03,N,3,sample,SAMPLE,10386921
Wdfy3,72145,2490686,MYORES_pass1_p6,2490689,MY-pass1-j01-MP6-2,N03,N,3,sample,SAMPLE,10386921
Wdfy3,72145,2490686,MYORES_pass1_p6,2490690,MY-pass1-j01-MP6-1,N03,N,3,sample,SAMPLE,10386921
Wdr16,71860,2490680,Myores_pass1_p1,2490703,MY-pass1-j01-MP1-3,I10,I,10,sample,SAMPLE,10385831
Wdr16,71860,2490680,Myores_pass1_p1,2490704,MY-pass1-j01-MP1-2,I10,I,10,sample,SAMPLE,10385831
Wdr16,71860,2490680,Myores_pass1_p1,2490705,MY-pass1-j01-MP1-1,I10,I,10,sample,SAMPLE,10385831
Wdr17,244484,2490681,MYORES_pass1_p2,2490697,MY-pass1-j01-MP2-3,F10,F,10,sample,SAMPLE,10386130
Wdr17,244484,2490681,MYORES_pass1_p2,2490698,MY-pass1-j01-MP2-2,F10,F,10,sample,SAMPLE,10386130
Wdr17,244484,2490681,MYORES_pass1_p2,2490699,MY-pass1-j01-MP2-1,F10,F,10,sample,SAMPLE,10386130
Wdr45,54636,2490682,MYORES_pass1_p3,2490700,MY-pass1-j01-MP3-3,M11,M,11,sample,SAMPLE,10386363
Wdr45,54636,2490682,MYORES_pass1_p3,2490701,MY-pass1-j01-MP3-2,M11,M,11,sample,SAMPLE,10386363
Wdr45,54636,2490682,MYORES_pass1_p3,2490702,MY-pass1-j01-MP3-1,M11,M,11,sample,SAMPLE,10386363
Wdr48,67561,2490684,MYORES_pass1_p4,2490694,MY-pass1-j01-MP5-3,L08,L,8,sample,SAMPLE,10386607
